house_url,houskeyword,rent,housetype,area,payment,district,tage,orientation,decoration,towertype,heating,rentway,looktime,tradingarea,metor	,housing_facilities
https://bj.5i5j.com/zufang/42122637.html,业主直租精装一居|芍药居地铁站|对外经贸大学|金色摇篮幼儿园,6000,1室1厅,45.3,押1付3,芍药居北里一区,中楼层/7层,南,芍药居北里一区,板楼,集中供暖,整租,电话预约,芍药居,距离地铁芍药居1068米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119755.html,立水桥南向一居室 拎包住随时看,5400,1室1厅,60.82,押1付3,北方明珠,中楼层/23层,南,北方明珠,板楼,自供暖,整租,随时看房,立水桥,距离地铁立水桥452米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126149.html,航天社区可短租 电梯房一居室,5500,1室1厅,50,押2付3,东南小区,高楼层/16层,南,东南小区,塔楼,集中供暖,整租,随时看房,中关村,距离地铁海淀黄庄591米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119308.html,中日友好医院，惠新西街南口，对外经贸大学，温馨舒适，拎包入住,6300,2室1厅,65,押2付3,樱花园,中楼层/6层,南北,樱花园,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口398米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118108.html,樱花园，惠新西街南口，中日友好医院，对外经贸大学，随时可看,5300,1室1厅,50,押2付3,樱花园,中楼层/16层,南,樱花园,塔楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口398米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42120898.html,安德里北街柳荫公园 黄寺大街2号院 精装2居室 看房有钥匙,7200,2室1厅,54.93,押1付3,安德里北街24号院,低楼层/6层,南北,安德里北街24号院,板楼,集中供暖,整租,随时看房,安定门,距离地铁安德里北街256米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119335.html,13号线龙泽回龙观霍营 龙泽苑通达园天慧园,13000,5室2厅,192,押1付3,通达园,顶层/6层,南北,通达园,板楼,自供暖,整租,随时看房,回龙观,距离地铁龙泽893米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119034.html,朝阳东坝首开常青藤看房随时,10000,3室2厅,156,押2付3,首开常青藤四期,底层/6层,南,首开常青藤四期,板楼,自供暖,整租,随时看房,东坝,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42140322.html,三居两卫 紧邻地铁包物业取暖 精装修 看房需联系所属人有钥匙,7200,3室2厅,135,押1付3,龙泽苑东区,中楼层/11层,南北,龙泽苑东区,塔楼,集中供暖,整租,随时看房,龙泽,距离地铁龙泽720米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42129766.html,惠新 太阳宫 芍药居 精装两居家具家电齐全 看房联系,7000,2室1厅,60,押1付3,芍药居,中楼层/18层,南北,芍药居,塔楼,集中供暖,整租,随时看房,芍药居,距离地铁芍药居116米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126129.html,惠新里精装两居 南北向 5/10号线 业主直租 对外经贸大学,6300,2室1厅,60,押1付3,惠新里,中楼层/6层,南北,惠新里,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口502米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123568.html,蒲安北里 低楼层南北通透一居室 装修干净,4800,1室1厅,41.58,押1付3,蒲安北里,低楼层/4层,南北,蒲安北里,板楼,集中供暖,整租,电话预约,蒲黄榆,距离地铁蒲黄榆152米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121112.html,复兴门北大街精装一居室西便门真武庙月坛,6500,1室1厅,50,押2付3,复兴门北大街,中楼层/16层,东,复兴门北大街,板楼,集中供暖,整租,随时看房,月坛,距离地铁复兴门303米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121055.html,蒲黄榆刘家窑地铁 老业主直租 家具家电齐全 随时签约,4200,1室1厅,36.78,押1付3,刘家窑东里,底层/18层,西,刘家窑东里,板楼,集中供暖,整租,随时看房,蒲黄榆,距离地铁蒲黄榆447米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42124001.html,红星楼 精装两居室 配套齐全 随时看,4000,2室1厅,54,押2付3,红星小区,中楼层/4层,南北,红星小区,板楼,集中供暖,整租,随时看房,旧宫,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123365.html,稻香园北社区 朝南大主卧,3800,1室1厅,45,押2付3,稻香园北区,高楼层/6层,南,稻香园北区,板楼,集中供暖,整租,随时看房,苏州桥,距离地铁苏州街869米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121020.html,整租 · 近地铁、带电梯、精致一居、随时可看！,5300,1室1厅,45,押1付3,新奥洋房,顶层/11层,西,新奥洋房,板楼,自供暖,整租,随时看房,永定门,距离地铁景泰188米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118171.html,惠新西街南口 小关北里 精装一居室 随时看房,4600,1室1厅,46,押1付3,小关北里,底层/5层,东南,小关北里,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口487米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42144864.html,建设部，首体南路，三里河路，拎包入住。,7800,1室1厅,60,押1付3,建设部大院,高楼层/24层,南,建设部大院,塔楼,集中供暖,整租,随时看房,甘家口,距离地铁白石桥南446米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42132108.html,龙泽苑东区 开间 包物业取暖 拎包入住,5000,1室1厅,58,押2付3,龙泽苑东区,低楼层/11层,北,龙泽苑东区,塔楼,集中供暖,整租,随时看房,龙泽,距离地铁龙泽720米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42131697.html,有研宿舍 业主直租 一居室 城建大厦有钥匙,6300,1室1厅,58,押1付3,有研宿舍,低楼层/14层,南,有研宿舍,板楼,出租方式：整租,看房时间：随时看房,商圈：马甸,地铁：距离地铁牡丹园769米,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42131203.html,赵工口宋家庄石榴庄慧时欣园几室几厅几卫下楼就是地铁,6500,2室1厅,93,押2付3,慧时欣园一期,高楼层/24层,南,慧时欣园一期,塔楼,自供暖,整租,随时看房,赵公口,距离地铁石榴庄181米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42129496.html,6号线常营 柏林爱乐南北正规两居 随时看房,7500,2室1厅,103.12,押1付3,柏林爱乐二期,中楼层/11层,南北,柏林爱乐二期,板楼,集中供暖,整租,随时看房,管庄,距离地铁常营892米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42128377.html,西便门新增温馨两居 采光好  随时可看,7000,2室1厅,58.46,押1付3,西便门西里,顶层/20层,南,西便门西里,塔楼,集中供暖,整租,随时看房,木樨地,距离地铁南礼士路902米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42127307.html,新鲜出炉 看房又方便,6500,2室1厅,65,押2付3,安华里二区,中楼层/6层,东西,安华里二区,板楼,集中供暖,整租,电话预约,安贞,距离地铁安华桥745米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126311.html,业主着急出租精装修三居室,6000,3室1厅,70,押1付3,西罗园四区,顶层/6层,南北,西罗园四区,板楼,集中供暖,整租,随时看房,西罗园,距离地铁北京南站952米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42125127.html,宣武门地铁口短租8个月！西单、长椿街、金融街不远,8000,3室1厅,65.71,押1付3,宣武门西大街,低楼层/11层,南北,宣武门西大街,板楼,集中供暖,整租,随时看房,金融街,距离地铁长椿街372米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42124316.html,珠江罗马嘉园精装四居,17500,4室2厅,187.11,押1付3,珠江罗马嘉园东区,中楼层/17层,南北,珠江罗马嘉园东区,板楼,集中供暖,整租,电话预约,大悦城,距离地铁青年路392米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123933.html,10号线地铁附近 带电梯两居室 拎包入住,5500,2室1厅,81,押1付3,临泓路六号院,低楼层/18层,西南,临泓路六号院,板塔结合,自供暖,整租,随时看房,大红门,距离地铁大红门180米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123756.html,梨园地铁站，时尚街区两居空房，一百平空间大，卧室临街,5800,2室1厅,100,押2付3,时尚街区东区,低楼层/18层,西北,时尚街区东区,板楼,集中供暖,整租,随时看房,梨园,距离地铁梨园164米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123621.html,宝隆公寓精装修一居室 有钥匙 随时看房,4600,1室1厅,62.14,押2付3,宝隆公寓,高楼层/30层,南,宝隆公寓,板楼,集中供暖,整租,随时看房,科技园区,距离地铁科怡路268米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123445.html,正规大两居 电梯房 随时看房 随时住,11000,2室1厅,108,押2付3,亚奥阳光,低楼层/12层,南,亚奥阳光,板楼,集中供暖,整租,随时看房,健翔桥,距离地铁奥体中心1178米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42120059.html,普天大院，积水潭，低楼层1居室，看房有钥匙，随时看房,6500,1室1厅,45,押2付3,普天大院,低楼层/6层,南,普天大院,板楼,集中供暖,整租,随时看房,德胜门,距离地铁积水潭538米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118353.html,果园  靓景明居,4500,2室1厅,100,押2付3,靓景明居,顶层/6层,南北,靓景明居,板楼,集中供暖,整租,电话预约,九棵树(家乐福),距离地铁果园1351米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118017.html,6号线常营万象四区 小区集中供暖 紧邻天街华联 看房随时,5800,1室1厅,70.29,押2付3,万象新天四区,低楼层/10层,北,万象新天四区,塔楼,集中供暖,整租,随时看房,常营,距离地铁常营462米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42117850.html,龙腾苑四区 正规三居室,7400,3室1厅,104.83,押2付3,龙腾苑四区,中楼层/6层,南北,龙腾苑四区,板楼,自供暖,整租,随时看房,回龙观,距离地铁回龙观666米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126918.html,常营站 万象新天两居室 精装全齐 无取暖费 临长楹天街华联,7300,2室1厅,93.37,押1付3,万象新天四区,高楼层/11层,南,万象新天四区,板楼,集中供暖,整租,随时看房,常营,距离地铁常营462米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121741.html,润枫水尚  一居  出租,8000,1室1厅,67.61,押2付3,润枫水尚西区,中楼层/15层,东西,润枫水尚西区,板楼,集中供暖,整租,电话预约,朝青,距离地铁青年路711米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121323.html,北京新天地 正规三居 带俩大飘窗 业主直租,10000,3室2厅,140.93,押2付3,北京新天地一期,低楼层/28层,南北,北京新天地一期,塔楼,集中供暖,整租,电话预约,管庄,距离地铁管庄631米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118676.html,地铁8号线平西府站  龙锦苑一区精装三居 家电齐全,7500,3室1厅,126,押1付3,龙锦苑一区,中楼层/6层,南北,龙锦苑一区,板楼,自供暖,整租,电话预约,回龙观,距离地铁平西府616米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42102563.html,大泥湾小区 正规一居出租 现已空置 提前联系,6800,1室1厅,51.2,押2付3,大泥湾,中楼层/6层,南,大泥湾,板楼,集中供暖,整租,随时看房,中关村,距离地铁知春里471米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42101090.html,双井 国贸 九龙花园 精装一居室钥匙 随时看房,7500,1室1厅,71,押2付3,九龙花园,高楼层/22层,北,九龙花园,塔楼,集中供暖,整租,随时看房,双井,距离地铁九龙山583米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42143364.html,花家地北里 业主直租两居 干净舒适,6800,2室1厅,63,押2付3,花家地北里,高楼层/18层,南,花家地北里,塔楼,集中供暖,整租,随时看房,望京,距离地铁阜通793米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42142177.html,急 急急 惠新西街北口地铁5/10号线附近精装修 南北户型,6800,2室1厅,66,押1付3,小关北里24号院,中楼层/7层,南,小关北里24号院,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口510米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42141810.html,姚家园上东上品富东家园105平两居全齐南向业主直租,5500,2室1厅,85,押2付3,上东上品,低楼层/9层,南北,上东上品,板楼,自供暖,整租,随时看房,东坝,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42137578.html,望京西园三区南向两居室 近SOHO 绿地 地铁,9000,2室1厅,102,押2付3,望京西园三区,顶层/28层,南,望京西园三区,板楼,自供暖,整租,随时看房,望京,距离地铁望京521米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42136321.html,金隅景和园新上三居室 家具全齐随时看房,5700,3室1厅,90,押1付3,金隅景和园七区,顶层/21层,南北,金隅景和园七区,板楼,自供暖,整租,随时看房,东坝,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42128534.html,双榆树头条范围丶电梯楼此房采光极好丶,6500,1室1厅,43.9,押2付3,双榆树东里,中楼层/16层,南,双榆树东里,塔楼,集中供暖,整租,电话预约,双榆树,距离地铁人民大学637米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42127412.html,八角南路 南向一层带自建二居 精装全齐,4700,2室1厅,60,押2付3,八角南路,底层/6层,南,八角南路,板楼,集中供暖,整租,电话预约,八角,距离地铁古城372米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42125466.html,八角南路近地铁 有电梯二室一厅 简装长租,4700,2室1厅,60,押1付3,八角南路,高楼层/16层,南北,八角南路,塔楼,集中供暖,整租,电话预约,八角,距离地铁古城372米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42124505.html,八角南路 中间层南北向二居 集中供暖 小区好停车,4600,2室1厅,65,押1付3,八角南路,中楼层/5层,南,八角南路,板楼,集中供暖,整租,电话预约,八角,距离地铁古城372米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42124488.html,新上房源 清河小营 三居便宜租 家电齐月底可入住,6500,3室1厅,77.3,押1付3,电力宿舍,底层/6层,南北,电力宿舍,板楼,集中供暖,整租,电话预约,清河,距离地铁上地949米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123314.html,建材城西一里 精装两居室 全新家具家电 随时入住 拎包入,5500,2室1厅,70,押2付3,建材城西一里,高楼层/6层,南北,建材城西一里,其他,集中供暖,整租,随时看房,西三旗,距离地铁育新495米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121884.html,广安门地铁，白广路六号院，精装两居室，看房联系,8000,2室1厅,78,押2付3,白广路6号院,中楼层/7层,南北,白广路6号院,板楼,集中供暖,整租,电话预约,牛街,距离地铁广安门内415米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42120235.html,建材城东一里两居室 家具家电齐全,5000,2室1厅,50,押2付3,建材东一里,顶层/6层,南北,建材东一里,板楼,集中供暖,整租,电话预约,西三旗,距离地铁霍营1343米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119291.html,东三环/朝阳北路/CBD邻近地铁摩码大厦写字楼可注册出租,8500,1室0厅,55,押1付3,摩码大厦,高楼层/21层,东,摩码大厦,塔楼,集中供暖,整租,随时看房,团结湖,距离地铁金台路465米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118687.html,抢定！厂洼西街6号院精装二居好房，带两车位，稳定出租,11000,2室1厅,85,押1付3,厂洼西街6号院,高楼层/16层,东南,厂洼西街6号院,塔楼,集中供暖,整租,电话预约,厂洼,距离地铁长春桥779米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118010.html,大山子798恒通商务园对面望京南地贴,4500,1室1厅,60,押2付3,大山子北里,中楼层/6层,南北,大山子北里,板楼,集中供暖,整租,随时看房,大山子,距离地铁望京南558米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42116908.html,金地仰山西区，精装家具家电全齐，看房方便,5500,2室2厅,88,押1付3,金地仰山西区,低楼层/18层,南,金地仰山西区,板楼,集中供暖,整租,随时看房,枣园,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42116567.html,志新村一居出租，可长签，采光好，房间宽敞明亮,6500,1室1厅,43.7,押1付3,志新村小区,高楼层/6层,南,志新村小区,板楼,集中供暖,整租,随时看房,二里庄,距离地铁北沙滩1339米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42096062.html,北大地一里 正规两居室 邻物美超市,4300,2室1厅,55,押2付3,北大地一里,中楼层/6层,西南,北大地一里,板楼,集中供暖,整租,随时看房,北大地,距离地铁丰台东大街1020米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42148307.html,恩济里黄金楼层精装两居,4600,2室1厅,60,押1付3,恩济里,高楼层/6层,南北,恩济里,板楼,集中供暖,整租,随时看房,定慧寺,距离地铁慈寿寺655米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42141679.html,装修清新，碧森里3室，关键是房东人也很好，你还在犹豫什么？亲,10000,3室2厅,132,押1付3,碧森里,低楼层/9层,南北,碧森里,板楼,集中供暖,整租,电话预约,田村,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42139097.html,车公庄西路20号院便宜两居能长租,6500,2室1厅,60,押2付3,车公庄西路20号院,顶层/5层,东西,车公庄西路20号院,板楼,集中供暖,整租,随时看房,甘家口,距离地铁白石桥南268米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
