house_url,houskeyword,rent,housetype,area,payment,district,tage,orientation,decoration,towertype,heating,rentway,looktime,tradingarea,"metor	",housing_facilities
https://bj.5i5j.com/zufang/42119308.html,中日友好医院，惠新西街南口，对外经贸大学，温馨舒适，拎包入住,6300,2室1厅,65,押2付3,樱花园,中楼层/6层,南北,樱花园,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口398米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118108.html,樱花园，惠新西街南口，中日友好医院，对外经贸大学，随时可看,5300,1室1厅,50,押2付3,樱花园,中楼层/16层,南,樱花园,塔楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口398米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42120898.html,安德里北街柳荫公园 黄寺大街2号院 精装2居室 看房有钥匙,7200,2室1厅,54.93,押1付3,安德里北街24号院,低楼层/6层,南北,安德里北街24号院,板楼,集中供暖,整租,随时看房,安定门,距离地铁安德里北街256米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119335.html,13号线龙泽回龙观霍营 龙泽苑通达园天慧园,13000,5室2厅,192,押1付3,通达园,顶层/6层,南北,通达园,板楼,自供暖,整租,随时看房,回龙观,距离地铁龙泽893米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119034.html,朝阳东坝首开常青藤看房随时,10000,3室2厅,156,押2付3,首开常青藤四期,底层/6层,南,首开常青藤四期,板楼,自供暖,整租,随时看房,东坝,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42140322.html,三居两卫 紧邻地铁包物业取暖 精装修 看房需联系所属人有钥匙,7200,3室2厅,135,押1付3,龙泽苑东区,中楼层/11层,南北,龙泽苑东区,塔楼,集中供暖,整租,随时看房,龙泽,距离地铁龙泽720米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126129.html,惠新里精装两居 南北向 5/10号线 业主直租 对外经贸大学,6300,2室1厅,60,押1付3,惠新里,中楼层/6层,南北,惠新里,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口502米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42124001.html,红星楼 精装两居室 配套齐全 随时看,4000,2室1厅,54,押2付3,红星小区,中楼层/4层,南北,红星小区,板楼,集中供暖,整租,随时看房,旧宫,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123365.html,稻香园北社区 朝南大主卧,3800,1室1厅,45,押2付3,稻香园北区,高楼层/6层,南,稻香园北区,板楼,集中供暖,整租,随时看房,苏州桥,距离地铁苏州街869米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121020.html,整租 · 近地铁、带电梯、精致一居、随时可看！,5500,1室1厅,45,押1付3,新奥洋房,顶层/11层,西,新奥洋房,板楼,自供暖,整租,随时看房,永定门,距离地铁景泰188米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118171.html,惠新西街南口 小关北里 精装一居室 随时看房,4600,1室1厅,46,押1付3,小关北里,底层/5层,东南,小关北里,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口487米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42115004.html,玉泉营 三环新城 大一居室 户型好 下楼就是地铁,5300,1室1厅,65,押2付3,三环新城7号院,中楼层/31层,南,三环新城7号院,板楼,自供暖,整租,随时看房,玉泉营,距离地铁丰台站451米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42112658.html,角门西旭日嘉园精装一居室.业主人很好.想找爱惜房子的租户,4700,1室1厅,44.41,押1付3,旭日嘉园,高楼层/24层,北,旭日嘉园,塔楼,集中供暖,整租,随时看房,马家堡,距离地铁角门西211米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42132108.html,龙泽苑东区 开间 包物业取暖 拎包入住,5000,1室1厅,58,押2付3,龙泽苑东区,低楼层/11层,北,龙泽苑东区,塔楼,集中供暖,整租,随时看房,龙泽,距离地铁龙泽720米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42131697.html,有研宿舍 业主直租 一居室 城建大厦有钥匙,6500,1室1厅,58,押1付3,有研宿舍,低楼层/14层,南,有研宿舍,板楼,出租方式：整租,看房时间：随时看房,商圈：马甸,地铁：距离地铁牡丹园769米,,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42129496.html,6号线常营 柏林爱乐南北正规两居 随时看房,7500,2室1厅,103.12,押1付3,柏林爱乐二期,中楼层/11层,南北,柏林爱乐二期,板楼,集中供暖,整租,随时看房,管庄,距离地铁常营892米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126311.html,业主着急出租精装修三居室,6000,3室1厅,70,押1付3,西罗园四区,顶层/6层,南北,西罗园四区,板楼,集中供暖,整租,随时看房,西罗园,距离地铁北京南站952米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126149.html,航天社区可短租 电梯房一居室,5500,1室1厅,50,押2付3,东南小区,高楼层/16层,南,东南小区,塔楼,集中供暖,整租,随时看房,中关村,距离地铁海淀黄庄591米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42125127.html,宣武门地铁口短租8个月！西单、长椿街、金融街不远,8000,3室1厅,65.71,押1付3,宣武门西大街,低楼层/11层,南北,宣武门西大街,板楼,集中供暖,整租,随时看房,金融街,距离地铁长椿街372米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42124316.html,珠江罗马嘉园精装四居,17500,4室2厅,187.11,押1付3,珠江罗马嘉园东区,中楼层/17层,南北,珠江罗马嘉园东区,板楼,集中供暖,整租,电话预约,大悦城,距离地铁青年路392米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123933.html,10号线地铁附近 带电梯两居室 拎包入住,5500,2室1厅,81,押1付3,临泓路六号院,低楼层/18层,西南,临泓路六号院,板塔结合,自供暖,整租,随时看房,大红门,距离地铁大红门180米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123756.html,梨园地铁站，时尚街区两居空房，一百平空间大，卧室临街,5800,2室1厅,100,押2付3,时尚街区东区,低楼层/18层,西北,时尚街区东区,板楼,集中供暖,整租,随时看房,梨园,距离地铁梨园164米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123621.html,宝隆公寓精装修一居室 有钥匙 随时看房,4600,1室1厅,62.14,押2付3,宝隆公寓,高楼层/30层,南,宝隆公寓,板楼,集中供暖,整租,随时看房,科技园区,距离地铁科怡路268米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42120059.html,普天大院，积水潭，低楼层1居室，看房有钥匙，随时看房,6500,1室1厅,45,押2付3,普天大院,低楼层/6层,南,普天大院,板楼,集中供暖,整租,随时看房,德胜门,距离地铁积水潭538米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42119755.html,立水桥南向一居室 拎包住随时看,5400,1室1厅,60.82,押1付3,北方明珠,中楼层/23层,南,北方明珠,板楼,自供暖,整租,随时看房,立水桥,距离地铁立水桥452米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118353.html,果园  靓景明居,4500,2室1厅,100,押2付3,靓景明居,顶层/6层,南北,靓景明居,板楼,集中供暖,整租,电话预约,九棵树(家乐福),距离地铁果园1351米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118017.html,6号线常营万象四区 小区集中供暖 紧邻天街华联 看房随时,5800,1室1厅,70.29,押2付3,万象新天四区,低楼层/10层,北,万象新天四区,塔楼,集中供暖,整租,随时看房,常营,距离地铁常营462米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42117850.html,龙腾苑四区 正规三居室,7400,3室1厅,104.83,押2付3,龙腾苑四区,中楼层/6层,南北,龙腾苑四区,板楼,自供暖,整租,随时看房,回龙观,距离地铁回龙观666米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42114196.html,广渠路 长城国际 新上精装修一居室 业主直租良心价位,3600,1室1厅,53,押2付3,长城国际,中楼层/20层,西,长城国际,塔楼,集中供暖,整租,随时看房,通州北苑,距离地铁果园986米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42112879.html,首科花园  六里桥东 有钥匙 随时看,7500,2室1厅,98,押2付3,首科花园,低楼层/24层,南,首科花园,塔楼,集中供暖,整租,随时看房,太平桥,距离地铁六里桥东1010米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42123445.html,正规大两居 电梯房 随时看房 随时住,11000,2室1厅,108,押2付3,亚奥阳光,低楼层/12层,南,亚奥阳光,板楼,集中供暖,整租,随时看房,健翔桥,距离地铁奥体中心1178米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42120059.html,普天大院，积水潭，低楼层1居室，看房有钥匙，随时看房,6500,1室1厅,45,押2付3,普天大院,低楼层/6层,南,普天大院,板楼,集中供暖,整租,随时看房,德胜门,距离地铁积水潭538米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118353.html,果园  靓景明居,4500,2室1厅,100,押2付3,靓景明居,顶层/6层,南北,靓景明居,板楼,集中供暖,整租,电话预约,九棵树(家乐福),距离地铁果园1351米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118017.html,6号线常营万象四区 小区集中供暖 紧邻天街华联 看房随时,5800,1室1厅,70.29,押2付3,万象新天四区,低楼层/10层,北,万象新天四区,塔楼,集中供暖,整租,随时看房,常营,距离地铁常营462米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42117850.html,龙腾苑四区 正规三居室,7400,3室1厅,104.83,押2付3,龙腾苑四区,中楼层/6层,南北,龙腾苑四区,板楼,自供暖,整租,随时看房,回龙观,距离地铁回龙观666米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42126918.html,常营站 万象新天两居室 精装全齐 无取暖费 临长楹天街华联,7300,2室1厅,93.37,押1付3,万象新天四区,高楼层/11层,南,万象新天四区,板楼,集中供暖,整租,随时看房,常营,距离地铁常营462米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121741.html,润枫水尚  一居  出租,8000,1室1厅,67.61,押2付3,润枫水尚西区,中楼层/15层,东西,润枫水尚西区,板楼,集中供暖,整租,电话预约,朝青,距离地铁青年路711米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42121323.html,北京新天地 正规三居 带俩大飘窗 业主直租,10000,3室2厅,140.93,押2付3,北京新天地一期,低楼层/28层,南北,北京新天地一期,塔楼,集中供暖,整租,电话预约,管庄,距离地铁管庄631米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42118676.html,地铁8号线平西府站  龙锦苑一区精装三居 家电齐全,7500,3室1厅,126,押1付3,龙锦苑一区,中楼层/6层,南北,龙锦苑一区,板楼,自供暖,整租,电话预约,回龙观,距离地铁平西府616米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42102563.html,大泥湾小区 正规一居出租 现已空置 提前联系,6800,1室1厅,51.2,押2付3,大泥湾,中楼层/6层,南,大泥湾,板楼,集中供暖,整租,随时看房,中关村,距离地铁知春里471米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42101090.html,双井 国贸 九龙花园 精装一居室钥匙 随时看房,7500,1室1厅,71,押2付3,九龙花园,高楼层/22层,北,九龙花园,塔楼,集中供暖,整租,随时看房,双井,距离地铁九龙山583米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
https://bj.5i5j.com/zufang/42142177.html,急 急急 惠新西街北口地铁5/10号线附近精装修 南北户型,6800,2室1厅,66,押1付3,,中楼层/7层,南,小关北里24号院,板楼,集中供暖,整租,随时看房,惠新西街,距离地铁惠新西街南口510米,"['洗衣机', '冰箱', '电视', '空调', '热水器', '天然气', '暖气', '床', '网络', '电梯']"
